func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario
FEMININO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;5657,45
MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;5265,01
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;42;1823,57
FEMININO;42;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;998
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Indústria;44;1130,55
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2071,27
FEMININO;45;PRETA-PARDA;SUPERIOR_COMPLETO;BA;SIM;DE 50 A 99;Construçao civil;44;2005,73
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1475,38
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1008
FEMININO;42;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1823,86
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 100 A 249;Serviços;44;2851,7
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1011,74
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1593,52
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1708,92
FEMININO;60;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 250 A 499;Serviços;24;1961,12
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;998
FEMININO;50;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;998
MASCULINO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2424,76
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;20;522,76
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1098
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;36;963
MASCULINO;55;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Indústria;44;1750,85
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Indústria;44;1075
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;2210,28
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1126,7
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1063,04
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;3370,65
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1068,32
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;2199,99
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;40;7350,78
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1529,14
FEMININO;21;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1153,98
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1022,95
FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1521,57
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 20 A 49;Serviços;44;5373,18
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1366,42
MASCULINO;25;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1097,7
MASCULINO;51;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2043,16
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1554,04
MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;44;974,56
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1527,8
MASCULINO;50;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1090,65
MASCULINO;58;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;20;1800,84
FEMININO;36;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1735,36
FEMININO;22;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1905,63
FEMININO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 500 A 999;Serviços;36;3435,38
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Agricultura;44;1213,02
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1087,2
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1504,63
FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1133,1
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Indústria;36;1120,55
MASCULINO;52;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1334,55
MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 50 A 99;Comércio;36;1834,65
MASCULINO;40;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Indústria;44;1730,64
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;40;2187,51
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;2265,05
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;SIM;DE 100 A 249;Serviços;44;1387,64
MASCULINO;28;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;2503,53
FEMININO;52;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1538,48
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1241,63
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;18386,72
MASCULINO;36;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;2002,22
FEMININO;25;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1408,7
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1200,41
MASCULINO;31;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;686,79
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1925,13
FEMININO;47;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;12;1831,31
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1740
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1307,33
MASCULINO;32;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;1058,82
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1421,2
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;40;1769,66
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1116,12
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1788,11
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1505,31
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Comércio;44;1675,1
FEMININO;25;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;44;1003,81
MASCULINO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1230,78
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;2320,39
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1519,95
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;33;898,12
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1095,92
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1139,45
MASCULINO;40;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 100 A 249;Agricultura;44;990,91
MASCULINO;41;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1153,09
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1160,48
FEMININO;33;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;2473,05
FEMININO;38;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;998
MASCULINO;57;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;3217,42
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2021,23
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Construçao civil;43;1443,18
MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Agricultura;44;2125,39
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1320
MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;2753,9
MASCULINO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1841,55
MASCULINO;39;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;1692,62
MASCULINO;30;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Construçao civil;44;1031,5
FEMININO;44;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;42;1229,81
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Construçao civil;44;1097,2
FEMININO;44;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1006,45
MASCULINO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1541,81
MASCULINO;50;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;3243,13
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1220,55
MASCULINO;32;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Construçao civil;44;2091,74
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Serviços;44;1752,28
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1636,78
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;36;1310,9
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 250 A 499;Serviços;44;4600,9
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1347,02
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;SIM;DE 50 A 99;Agricultura;44;1441,17
MASCULINO;20;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;0;427,85
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1869,72
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;997,99
MASCULINO;30;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;40;10239,02
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;2420,49
MASCULINO;36;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1284,66
MASCULINO;26;SEM INFO;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;44;1461,13
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;989,68
MASCULINO;38;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1002
MASCULINO;26;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;999,22
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1489,65
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1410,59
MASCULINO;30;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1307,06
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 100 A 249;Serviços;11;1676,12
FEMININO;44;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;4414,69
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Comércio;44;1774,51
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Construçao civil;44;1500
FEMININO;27;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;AL;NAO;DE 50 A 99;Serviços;44;2263,21
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;2384,04
FEMININO;56;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;30;1414,23
MASCULINO;55;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;44;2268,15
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1663,73
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1559,74
FEMININO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;42;1275,07
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;40;1120,03
FEMININO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1123,2
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1528,29
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;36;1674,41
MASCULINO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1698,38
MASCULINO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Agricultura;44;2015,4
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Comércio;44;2936,79
MASCULINO;37;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1244,02
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 50 A 99;Serviços;42;1424,2
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Comércio;44;1670,51
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1290,33
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1850,41
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1089,99
MASCULINO;49;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1081,5
FEMININO;67;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1528,02
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1015
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1422,01
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;1798,98
MASCULINO;18;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Agricultura;44;1114,59
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Construçao civil;1;1498,65
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1634,68
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1016,35
FEMININO;28;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 500 A 999;Serviços;36;2293,99
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;20;1474,91
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;1120,43
FEMININO;43;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1653,32
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1699,77
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1063,13
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Construçao civil;44;987,53
FEMININO;31;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1020
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;2216,8
MASCULINO;37;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Construçao civil;44;1030,09
FEMININO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;5677,41
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1506,84
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1073,94
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1054,05
MASCULINO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1257,82
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1522,58
MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;24;556,86
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Indústria;44;4761,78
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;DE 100 A 249;Serviços;44;1442,88
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Indústria;44;1271,21
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Serviços;36;2148,15
MASCULINO;25;SEM INFO;SUPERIOR_COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1716,45
MASCULINO;40;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Agricultura;44;2151,56
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;36;1643,85
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1113,27
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1045
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1004
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;5554,05
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1050,99
MASCULINO;50;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;2395,38
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Indústria;1;431,69
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;42;1194,77
MASCULINO;19;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1253,16
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;36;2180,98
FEMININO;72;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 20 A 49;Indústria;44;1591
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;2981,66
MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;2196,9
FEMININO;43;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;2087,71
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1920,02
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1633,48
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2214,7
MASCULINO;28;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Construçao civil;44;1069,2
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1364,14
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;934,56
MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1406,86
FEMININO;33;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1022,04
MASCULINO;22;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1157,21
FEMININO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 20 A 49;Comércio;44;2169,49
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1458,36
MASCULINO;27;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;44;818,53
MASCULINO;31;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;36;2048,47
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Indústria;44;2678,43
FEMININO;33;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1431,82
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1150,34
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1428,53
FEMININO;25;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;RN;NAO;DE 250 A 499;Comércio;44;2335,29
MASCULINO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1013,16
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Comércio;44;1236,18
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Serviços;36;1737,41
FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;2720,46
MASCULINO;23;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1396,02
MASCULINO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1209
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1044,4
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;1028,83
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1034,7
MASCULINO;66;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1537,98
MASCULINO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 100 A 249;Agricultura;44;1378,73
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1010
MASCULINO;26;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 20 A 49;Agricultura;44;1559,37
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Indústria;44;1100
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1050
MASCULINO;22;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;DE 100 A 249;Serviços;44;1011,27
MASCULINO;32;SEM INFO;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;2999,48
FEMININO;24;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Indústria;44;2225,43
